"sid";"mac";"meter_id";"alias";"temp_value";"humidity_value";"dust1_value";"dust2_value";"dust3_value";"light_value";"noise_value";"co2_value";"updated"
37;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;17.0;34.0;55.0;27413.0;738.0;0.0;"2019-03-02 20:14:49"
38;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;18.0;36.0;54.0;15306.0;733.0;0.0;"2019-03-02 20:29:16"
39;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;18.0;34.0;54.0;27413.0;736.0;0.0;"2019-03-02 20:39:10"
40;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;18.0;35.0;52.0;27413.0;736.0;0.0;"2019-03-02 20:50:06"
41;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;28.0;17.0;35.0;15306.0;718.0;0.0;"2019-03-02 20:59:01"
42;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;36.0;57.0;27413.0;742.0;0.0;"2019-03-02 21:10:16"
44;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;8.0;22.0;25.0;27413.0;784.0;0.0;"2019-03-02 21:25:50"
45;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;35.0;54.0;15306.0;739.0;0.0;"2019-03-02 21:37:39"
46;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;35.0;56.0;27413.0;734.0;0.0;"2019-03-02 21:48:36"
47;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;31.0;38.0;27413.0;775.0;0.0;"2019-03-02 21:57:26"
48;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;36.0;57.0;27413.0;737.0;0.0;"2019-03-02 22:06:16"
49;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;15.0;33.0;40.0;27413.0;768.0;0.0;"2019-03-02 22:18:52"
50;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;33.0;46.0;27413.0;775.0;0.0;"2019-03-02 22:30:28"
51;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;6.0;24.0;31.0;27413.0;793.0;0.0;"2019-03-02 22:31:18"
52;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;28.0;16.0;35.0;15306.0;730.0;0.0;"2019-03-02 22:48:49"
53;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;38.0;59.0;15306.0;732.0;0.0;"2019-03-02 22:59:03"
54;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;10.0;27.0;32.0;27413.0;752.0;0.0;"2019-03-02 23:08:12"
55;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;39.0;61.0;15306.0;740.0;0.0;"2019-03-02 23:16:18"
56;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;40.0;64.0;27413.0;737.0;0.0;"2019-03-02 23:30:37"
57;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;37.0;58.0;27413.0;734.0;0.0;"2019-03-02 23:33:14"
58;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;39.0;61.0;15306.0;735.0;0.0;"2019-03-02 23:50:04"
59;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;38.0;60.0;27413.0;740.0;0.0;"2019-03-02 23:55:44"
60;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;42.0;61.0;27413.0;739.0;0.0;"2019-03-03 00:09:40"
61;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;37.0;47.0;27413.0;757.0;0.0;"2019-03-03 00:14:31"
62;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;41.0;60.0;27413.0;745.0;0.0;"2019-03-03 00:26:41"
63;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;40.0;63.0;27413.0;725.0;0.0;"2019-03-03 00:34:39"
65;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;43.0;66.0;27413.0;737.0;0.0;"2019-03-03 00:55:16"
66;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;42.0;63.0;15306.0;721.0;0.0;"2019-03-03 01:09:32"
67;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;43.0;58.0;27413.0;748.0;0.0;"2019-03-03 01:18:37"
68;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;43.0;64.0;27413.0;729.0;0.0;"2019-03-03 01:29:30"
69;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;42.0;55.0;27413.0;751.0;0.0;"2019-03-03 01:38:32"
71;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;43.0;65.0;15306.0;732.0;0.0;"2019-03-03 01:55:08"
72;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;44.0;58.0;27413.0;741.0;0.0;"2019-03-03 02:02:01"
73;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;43.0;64.0;27413.0;737.0;0.0;"2019-03-03 02:20:02"
74;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;10.0;32.0;39.0;27413.0;766.0;0.0;"2019-03-03 02:22:11"
75;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;47.0;70.0;27413.0;733.0;0.0;"2019-03-03 02:40:29"
76;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;46.0;66.0;27413.0;742.0;0.0;"2019-03-03 02:48:39"
77;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;46.0;66.0;27413.0;742.0;0.0;"2019-03-03 02:48:39"
78;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;45.0;66.0;15306.0;727.0;0.0;"2019-03-03 03:08:10"
79;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;44.0;59.0;27413.0;745.0;0.0;"2019-03-03 03:17:30"
80;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;43.0;65.0;15306.0;733.0;0.0;"2019-03-03 03:29:55"
81;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;43.0;65.0;15306.0;733.0;0.0;"2019-03-03 03:29:55"
82;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;45.0;64.0;15306.0;731.0;0.0;"2019-03-03 03:44:24"
83;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;46.0;66.0;27413.0;750.0;0.0;"2019-03-03 03:59:13"
84;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;46.0;66.0;27413.0;750.0;0.0;"2019-03-03 03:59:13"
86;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;43.0;62.0;27413.0;742.0;0.0;"2019-03-03 04:30:32"
88;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;51.0;75.0;27413.0;730.0;0.0;"2019-03-03 04:46:21"
89;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;74.0;27413.0;728.0;0.0;"2019-03-03 04:57:18"
90;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;45.0;59.0;27413.0;744.0;0.0;"2019-03-03 05:02:19"
91;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;44.0;60.0;27413.0;743.0;0.0;"2019-03-03 05:18:02"
92;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;66.0;15306.0;730.0;0.0;"2019-03-03 05:25:13"
93;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;46.0;66.0;27413.0;733.0;0.0;"2019-03-03 05:35:22"
94;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;45.0;59.0;27413.0;757.0;0.0;"2019-03-03 05:42:26"
95;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;46.0;63.0;27413.0;750.0;0.0;"2019-03-03 05:59:35"
96;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;50.0;72.0;27413.0;730.0;0.0;"2019-03-03 06:10:33"
97;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;38.0;51.0;27413.0;756.0;0.0;"2019-03-03 06:15:35"
98;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;70.0;15306.0;735.0;0.0;"2019-03-03 06:26:03"
99;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;70.0;15306.0;735.0;0.0;"2019-03-03 06:26:03"
102;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;48.0;71.0;15306.0;735.0;0.0;"2019-03-03 07:05:47"
103;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;15.0;39.0;54.0;27413.0;767.0;0.0;"2019-03-03 07:19:04"
104;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;45.0;68.0;27413.0;730.0;0.0;"2019-03-03 07:25:26"
105;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;45.0;59.0;27413.0;772.0;0.0;"2019-03-03 07:36:00"
107;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;48.0;61.0;27413.0;768.0;0.0;"2019-03-03 07:51:12"
108;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;27.0;49.0;71.0;27413.0;732.0;0.0;"2019-03-03 08:08:25"
109;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;48.0;68.0;15306.0;735.0;0.0;"2019-03-03 08:18:29"
110;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;47.0;64.0;27413.0;749.0;0.0;"2019-03-03 08:30:35"
112;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;27.0;48.0;71.0;27413.0;730.0;0.0;"2019-03-03 08:50:26"
113;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;48.0;70.0;15306.0;736.0;0.0;"2019-03-03 08:58:23"
115;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;45.0;61.0;27413.0;745.0;0.0;"2019-03-03 09:15:17"
116;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;49.0;72.0;15306.0;733.0;0.0;"2019-03-03 09:30:05"
117;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;49.0;72.0;15306.0;733.0;0.0;"2019-03-03 09:30:05"
118;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;49.0;72.0;15306.0;733.0;0.0;"2019-03-03 09:30:05"
119;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;27.0;49.0;74.0;15306.0;728.0;0.0;"2019-03-03 09:53:02"
120;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;49.0;67.0;27413.0;743.0;0.0;"2019-03-03 10:09:24"
121;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;47.0;66.0;27413.0;746.0;0.0;"2019-03-03 10:15:19"
122;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;27.0;48.0;71.0;15306.0;735.0;0.0;"2019-03-03 10:21:20"
123;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;27.0;50.0;71.0;27413.0;725.0;0.0;"2019-03-03 10:39:25"
124;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;27.0;50.0;71.0;27413.0;725.0;0.0;"2019-03-03 10:39:25"
125;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;69.0;27413.0;726.0;0.0;"2019-03-03 10:57:11"
126;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;69.0;27413.0;726.0;0.0;"2019-03-03 10:57:11"
127;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;69.0;27413.0;726.0;0.0;"2019-03-03 10:57:11"
128;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;45.0;68.0;27413.0;727.0;0.0;"2019-03-03 11:30:25"
129;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;46.0;66.0;27413.0;740.0;0.0;"2019-03-03 11:40:03"
130;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;48.0;72.0;27413.0;736.0;0.0;"2019-03-03 11:49:31"
131;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;13.0;32.0;43.0;27413.0;752.0;0.0;"2019-03-03 12:00:38"
132;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;6.0;29.0;38.0;27413.0;744.0;0.0;"2019-03-03 12:08:12"
133;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;46.0;64.0;27413.0;754.0;0.0;"2019-03-03 12:18:09"
134;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;48.0;69.0;27413.0;729.0;0.0;"2019-03-03 12:27:06"
135;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;45.0;69.0;15306.0;732.0;0.0;"2019-03-03 12:31:56"
136;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;44.0;61.0;27413.0;741.0;0.0;"2019-03-03 12:50:23"
137;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;47.0;67.0;15306.0;726.0;0.0;"2019-03-03 12:57:13"
138;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;46.0;66.0;27413.0;733.0;0.0;"2019-03-03 13:03:26"
139;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;46.0;62.0;27413.0;748.0;0.0;"2019-03-03 13:18:23"
140;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;47.0;60.0;27413.0;767.0;0.0;"2019-03-03 13:24:43"
141;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;28.0;49.0;71.0;27413.0;727.0;0.0;"2019-03-03 13:32:11"
142;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;44.0;64.0;15306.0;737.0;0.0;"2019-03-03 13:41:50"
145;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;42.0;52.0;27413.0;780.0;0.0;"2019-03-03 14:19:15"
146;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;47.0;69.0;27413.0;745.0;0.0;"2019-03-03 14:27:22"
147;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;42.0;53.0;27413.0;752.0;0.0;"2019-03-03 14:40:24"
148;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;46.0;64.0;27413.0;749.0;0.0;"2019-03-03 14:42:15"
149;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;8.0;31.0;38.0;27413.0;755.0;0.0;"2019-03-03 14:59:47"
150;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;46.0;66.0;15306.0;736.0;0.0;"2019-03-03 15:08:17"
151;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;45.0;66.0;15306.0;724.0;0.0;"2019-03-03 15:15:27"
152;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;45.0;66.0;15306.0;724.0;0.0;"2019-03-03 15:15:27"
153;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;44.0;66.0;15306.0;738.0;0.0;"2019-03-03 15:40:18"
154;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;44.0;66.0;15306.0;738.0;0.0;"2019-03-03 15:40:18"
155;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;44.0;66.0;15306.0;738.0;0.0;"2019-03-03 15:40:18"
156;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;45.0;59.0;27413.0;744.0;0.0;"2019-03-03 16:09:37"
157;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;44.0;69.0;15306.0;729.0;0.0;"2019-03-03 16:17:59"
158;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;41.0;63.0;27413.0;752.0;0.0;"2019-03-03 16:29:24"
159;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;26.0;45.0;67.0;27413.0;735.0;0.0;"2019-03-03 16:39:15"
160;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;25.0;43.0;66.0;15306.0;738.0;0.0;"2019-03-03 16:50:26"
161;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;24.0;44.0;68.0;27413.0;729.0;0.0;"2019-03-03 17:00:16"
162;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;40.0;50.0;27413.0;756.0;0.0;"2019-03-03 17:10:20"
163;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;43.0;54.0;27413.0;752.0;0.0;"2019-03-03 17:14:45"
164;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;42.0;62.0;15306.0;726.0;0.0;"2019-03-03 17:28:52"
165;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;42.0;64.0;27413.0;743.0;0.0;"2019-03-03 17:34:36"
166;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;40.0;52.0;27413.0;758.0;0.0;"2019-03-03 17:49:08"
167;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;34.0;51.0;27413.0;752.0;0.0;"2019-03-03 17:54:24"
168;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;34.0;51.0;27413.0;752.0;0.0;"2019-03-03 17:54:24"
169;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;42.0;57.0;27413.0;753.0;0.0;"2019-03-03 18:15:51"
170;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;40.0;64.0;15306.0;730.0;0.0;"2019-03-03 18:28:54"
171;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;44.0;64.0;27413.0;740.0;0.0;"2019-03-03 18:36:26"
172;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;41.0;60.0;27413.0;735.0;0.0;"2019-03-03 18:48:21"
176;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;38.0;51.0;27413.0;744.0;0.0;"2019-03-03 19:25:35"
177;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;41.0;59.0;27413.0;738.0;0.0;"2019-03-03 19:38:36"
178;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;42.0;61.0;27413.0;742.0;0.0;"2019-03-03 19:49:44"
179;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;41.0;61.0;27413.0;741.0;0.0;"2019-03-03 19:55:42"
180;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;42.0;63.0;27413.0;737.0;0.0;"2019-03-03 20:07:39"
181;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;23.0;41.0;64.0;27413.0;732.0;0.0;"2019-03-03 20:20:14"
183;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;38.0;60.0;27413.0;736.0;0.0;"2019-03-03 20:38:01"
184;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;22.0;41.0;63.0;15306.0;733.0;0.0;"2019-03-03 20:44:10"
186;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;42.0;62.0;27413.0;732.0;0.0;"2019-03-03 21:08:49"
187;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;7.0;27.0;36.0;27413.0;742.0;0.0;"2019-03-03 21:20:38"
188;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;40.0;61.0;15306.0;735.0;0.0;"2019-03-03 21:26:20"
190;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;39.0;62.0;27413.0;737.0;0.0;"2019-03-03 21:41:37"
191;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;39.0;61.0;15306.0;725.0;0.0;"2019-03-03 21:56:16"
192;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;39.0;61.0;15306.0;725.0;0.0;"2019-03-03 21:56:16"
193;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;37.0;60.0;27413.0;737.0;0.0;"2019-03-03 22:18:23"
194;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;38.0;57.0;15306.0;738.0;0.0;"2019-03-03 22:27:38"
195;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;39.0;60.0;15306.0;726.0;0.0;"2019-03-03 22:38:15"
196;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;37.0;47.0;27413.0;745.0;0.0;"2019-03-03 22:48:40"
197;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;21.0;37.0;56.0;15306.0;737.0;0.0;"2019-03-03 22:57:57"
198;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;17.0;36.0;47.0;27413.0;747.0;0.0;"2019-03-03 23:07:12"
199;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;38.0;56.0;27413.0;729.0;0.0;"2019-03-03 23:13:58"
